match_id,date,timestamp,season,round,venue,city,referee,status,status_short,league,country,home_team,away_team,home_team_id,away_team_id,home_score,away_score,home_goals_halftime,away_goals_halftime,home_goals_fulltime,away_goals_fulltime,match_finished
900010,2010-08-09 00:00:00+00:00,1281308400,2010,Regular Season - 2,Estádio Cidade de Barcelos,Barcelos,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Moreirense,3339,5225,0,0,0,0,0,0,True
900012,2010-08-10 00:00:00+00:00,1281394800,2010,Regular Season - 2,Estádio de Famalicao,Portugal,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Maritimo,3451,6183,0,0,0,0,0,0,True
900013,2010-08-11 00:00:00+00:00,1281481200,2010,Regular Season - 2,Estádio do Sport Lisboa e Benfica,Lisboa,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Benfica,Estoril,3056,1527,2,0,2,0,2,0,True
900011,2010-08-12 00:00:00+00:00,1281567600,2010,Regular Season - 2,Estádio de AVS,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,AVS,Boavista,5289,7048,0,1,0,0,0,1,True
900014,2010-08-14 00:00:00+00:00,1281740400,2010,Regular Season - 2,Estádio Nacional,Jamor,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Chaves,5124,9926,1,1,0,1,1,1,True
900018,2010-08-15 00:00:00+00:00,1281826800,2010,Regular Season - 3,Estádio de Maritimo,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Estoril,6183,1527,0,0,0,0,0,0,True
900017,2010-08-15 00:00:00+00:00,1281826800,2010,Regular Season - 3,Estádio de Nacional,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Nacional,Benfica,5408,3056,0,2,0,2,0,2,True
900019,2010-08-15 00:00:00+00:00,1281826800,2010,Regular Season - 3,Estádio de Famalicao,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Chaves,3451,9926,1,0,0,0,1,0,True
900020,2010-08-17 00:00:00+00:00,1281999600,2010,Regular Season - 3,Estádio Cidade de Barcelos,Barcelos,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Farense,3339,4508,1,1,1,0,1,1,True
900016,2010-08-17 00:00:00+00:00,1281999600,2010,Regular Season - 3,Estádio Municipal de Arouca,Arouca,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Arouca,Estrela,8411,4243,1,0,0,0,1,0,True
900022,2010-08-18 00:00:00+00:00,1282086000,2010,Regular Season - 3,Estádio de Moreirense,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Moreirense,FC Porto,5225,5942,1,1,1,1,1,1,True
900023,2010-08-18 00:00:00+00:00,1282086000,2010,Regular Season - 3,Estádio de Guimaraes,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,AVS,4698,5289,0,0,0,0,0,0,True
900021,2010-08-20 00:00:00+00:00,1282258800,2010,Regular Season - 3,Estádio Nacional,Jamor,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Boavista,5124,7048,0,0,0,0,0,0,True
900028,2010-08-22 00:00:00+00:00,1282431600,2010,Regular Season - 4,Estádio de AVS,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,AVS,Estrela,5289,4243,0,0,0,0,0,0,True
900024,2010-08-23 00:00:00+00:00,1282518000,2010,Regular Season - 4,Estádio de Moreirense,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Maritimo,5225,6183,0,1,0,0,0,1,True
900025,2010-08-23 00:00:00+00:00,1282518000,2010,Regular Season - 4,Estádio Nacional,Jamor,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Boavista,5124,7048,0,0,0,0,0,0,True
900031,2010-08-24 00:00:00+00:00,1282604400,2010,Regular Season - 4,Estádio do Sport Lisboa e Benfica,Lisboa,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Benfica,GIL Vicente,3056,3339,1,0,1,0,1,0,True
900026,2010-08-25 00:00:00+00:00,1282690800,2010,Regular Season - 4,Estádio António Coimbra da Mota,Estoril,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Estoril,FC Porto,1527,5942,1,2,1,2,1,2,True
900029,2010-08-26 00:00:00+00:00,1282777200,2010,Regular Season - 4,Estádio Municipal de Arouca,Arouca,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Arouca,Famalicao,8411,3451,1,0,1,0,1,0,True
900027,2010-08-28 00:00:00+00:00,1282950000,2010,Regular Season - 4,Estádio de Farense,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Farense,Chaves,4508,9926,1,0,1,0,1,0,True
900030,2010-08-28 00:00:00+00:00,1282950000,2010,Regular Season - 4,Estádio de Nacional,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Nacional,Guimaraes,5408,4698,0,0,0,0,0,0,True
900035,2010-08-29 00:00:00+00:00,1283036400,2010,Regular Season - 5,Estádio António Coimbra da Mota,Estoril,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Estoril,Maritimo,1527,6183,1,0,1,0,1,0,True
900033,2010-08-29 00:00:00+00:00,1283036400,2010,Regular Season - 5,Estádio de Guimaraes,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,FC Porto,4698,5942,0,1,0,1,0,1,True
900036,2010-08-30 00:00:00+00:00,1283122800,2010,Regular Season - 5,Estádio de Famalicao,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Moreirense,3451,5225,1,0,0,0,1,0,True
900034,2010-08-31 00:00:00+00:00,1283209200,2010,Regular Season - 5,Estádio de Nacional,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Nacional,Casa Pia,5408,5124,0,1,0,1,0,1,True
900032,2010-08-31 00:00:00+00:00,1283209200,2010,Regular Season - 5,Estádio Cidade de Barcelos,Barcelos,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Benfica,3339,3056,0,0,0,0,0,0,True
900037,2010-09-03 00:00:00+00:00,1283468400,2010,Regular Season - 5,Estádio de Estrela,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Estrela,Chaves,4243,9926,0,0,0,0,0,0,True
900038,2010-09-03 00:00:00+00:00,1283468400,2010,Regular Season - 5,Estádio de AVS,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,Boavista,5289,7048,0,0,0,0,0,0,True
900039,2010-09-03 00:00:00+00:00,1283468400,2010,Regular Season - 5,Estádio Municipal de Arouca,Arouca,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Arouca,Farense,8411,4508,0,0,0,0,0,0,True
900041,2010-09-05 00:00:00+00:00,1283641200,2010,Regular Season - 6,Estádio de Moreirense,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Arouca,5225,8411,3,1,3,1,3,1,True
900042,2010-09-08 00:00:00+00:00,1283900400,2010,Regular Season - 6,Estádio Nacional,Jamor,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,AVS,5124,5289,0,0,0,0,0,0,True
900047,2010-09-09 00:00:00+00:00,1283986800,2010,Regular Season - 6,Estádio de Nacional,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Nacional,Estoril,5408,1527,0,1,0,0,0,1,True
900046,2010-09-09 00:00:00+00:00,1283986800,2010,Regular Season - 6,Estádio do Sport Lisboa e Benfica,Lisboa,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Benfica,Guimaraes,3056,4698,1,0,1,0,1,0,True
900045,2010-09-09 00:00:00+00:00,1283986800,2010,Regular Season - 6,Estádio de Famalicao,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Chaves,3451,9926,0,1,0,1,0,1,True
900044,2010-09-10 00:00:00+00:00,1284073200,2010,Regular Season - 6,Estádio do Bessa Século XXI,Porto,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Boavista,Farense,7048,4508,0,1,0,0,0,1,True
900043,2010-09-10 00:00:00+00:00,1284073200,2010,Regular Season - 6,Estádio Cidade de Barcelos,Barcelos,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Estrela,3339,4243,0,0,0,0,0,0,True
900040,2010-09-10 00:00:00+00:00,1284073200,2010,Regular Season - 6,Estádio do Dragão,Porto,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Maritimo,5942,6183,0,0,0,0,0,0,True
900051,2010-09-12 00:00:00+00:00,1284246000,2010,Regular Season - 7,Estádio Nacional,Jamor,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Benfica,5124,3056,1,2,1,2,1,2,True
900054,2010-09-14 00:00:00+00:00,1284418800,2010,Regular Season - 7,Estádio de Estrela,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Estrela,Farense,4243,4508,0,0,0,0,0,0,True
900049,2010-09-15 00:00:00+00:00,1284505200,2010,Regular Season - 7,Estádio Municipal de Arouca,Arouca,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Arouca,Famalicao,8411,3451,1,0,1,0,1,0,True
900052,2010-09-15 00:00:00+00:00,1284505200,2010,Regular Season - 7,Estádio do Dragão,Porto,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Estoril,5942,1527,1,0,1,0,1,0,True
900048,2010-09-16 00:00:00+00:00,1284591600,2010,Regular Season - 7,Estádio de Guimaraes,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,AVS,4698,5289,1,0,0,0,1,0,True
900053,2010-09-16 00:00:00+00:00,1284591600,2010,Regular Season - 7,Estádio de Moreirense,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Nacional,5225,5408,3,1,2,0,3,1,True
900055,2010-09-17 00:00:00+00:00,1284678000,2010,Regular Season - 7,Estádio do Bessa Século XXI,Porto,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Boavista,GIL Vicente,7048,3339,1,0,1,0,1,0,True
900050,2010-09-18 00:00:00+00:00,1284764400,2010,Regular Season - 7,Estádio de Maritimo,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Chaves,6183,9926,0,0,0,0,0,0,True
900057,2010-09-19 00:00:00+00:00,1284850800,2010,Regular Season - 8,Estádio de AVS,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,GIL Vicente,5289,3339,0,0,0,0,0,0,True
900058,2010-09-21 00:00:00+00:00,1285023600,2010,Regular Season - 8,Estádio António Coimbra da Mota,Estoril,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Estoril,Guimaraes,1527,4698,1,0,0,0,1,0,True
900059,2010-09-21 00:00:00+00:00,1285023600,2010,Regular Season - 8,Estádio do Sport Lisboa e Benfica,Lisboa,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Benfica,Farense,3056,4508,1,2,0,1,1,2,True
900060,2010-09-21 00:00:00+00:00,1285023600,2010,Regular Season - 8,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Chaves,Estrela,9926,4243,0,0,0,0,0,0,True
900062,2010-09-23 00:00:00+00:00,1285196400,2010,Regular Season - 8,Estádio Municipal de Arouca,Arouca,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Arouca,Casa Pia,8411,5124,0,0,0,0,0,0,True
900056,2010-09-24 00:00:00+00:00,1285282800,2010,Regular Season - 8,Estádio de Maritimo,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Maritimo,FC Porto,6183,5942,0,0,0,0,0,0,True
900063,2010-09-24 00:00:00+00:00,1285282800,2010,Regular Season - 8,Estádio de Moreirense,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Boavista,5225,7048,0,0,0,0,0,0,True
900061,2010-09-25 00:00:00+00:00,1285369200,2010,Regular Season - 8,Estádio de Famalicao,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Nacional,3451,5408,0,0,0,0,0,0,True
900069,2010-09-26 00:00:00+00:00,1285455600,2010,Regular Season - 9,Estádio de Maritimo,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Famalicao,6183,3451,0,0,0,0,0,0,True
900070,2010-09-27 00:00:00+00:00,1285542000,2010,Regular Season - 9,Estádio de Estrela,Portugal,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Estrela,Nacional,4243,5408,0,0,0,0,0,0,True
900068,2010-09-27 00:00:00+00:00,1285542000,2010,Regular Season - 9,Estádio do Dragão,Porto,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Moreirense,5942,5225,1,0,0,0,1,0,True
900065,2010-09-29 00:00:00+00:00,1285714800,2010,Regular Season - 9,Estádio Nacional,Jamor,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Estoril,5124,1527,0,0,0,0,0,0,True
900064,2010-09-30 00:00:00+00:00,1285801200,2010,Regular Season - 9,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Chaves,AVS,9926,5289,0,0,0,0,0,0,True
900066,2010-10-01 00:00:00+00:00,1285887600,2010,Regular Season - 9,Estádio Cidade de Barcelos,Barcelos,André Narciso,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Benfica,3339,3056,0,0,0,0,0,0,True
900071,2010-10-01 00:00:00+00:00,1285887600,2010,Regular Season - 9,Estádio Municipal de Arouca,Arouca,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Arouca,Guimaraes,8411,4698,0,1,0,1,0,1,True
900067,2010-10-02 00:00:00+00:00,1285974000,2010,Regular Season - 9,Estádio do Bessa Século XXI,Porto,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Boavista,Farense,7048,4508,0,0,0,0,0,0,True
900074,2010-10-03 00:00:00+00:00,1286060400,2010,Regular Season - 10,Estádio António Coimbra da Mota,Estoril,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Estoril,GIL Vicente,1527,3339,2,0,2,0,2,0,True
900078,2010-10-03 00:00:00+00:00,1286060400,2010,Regular Season - 10,Estádio de Famalicao,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Guimaraes,3451,4698,1,1,0,0,1,1,True
900079,2010-10-03 00:00:00+00:00,1286060400,2010,Regular Season - 10,Estádio do Bessa Século XXI,Porto,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Boavista,Maritimo,7048,6183,1,0,1,0,1,0,True
900072,2010-10-06 00:00:00+00:00,1286319600,2010,Regular Season - 10,Estádio Municipal Eng. Manuel Branco Teixeira,Chaves,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Chaves,FC Porto,9926,5942,0,2,0,1,0,2,True
900077,2010-10-06 00:00:00+00:00,1286319600,2010,Regular Season - 10,Estádio de Farense,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Farense,Estrela,4508,4243,0,0,0,0,0,0,True
900075,2010-10-07 00:00:00+00:00,1286406000,2010,Regular Season - 10,Estádio de Moreirense,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Casa Pia,5225,5124,2,0,2,0,2,0,True
900076,2010-10-07 00:00:00+00:00,1286406000,2010,Regular Season - 10,Estádio Municipal de Arouca,Arouca,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Arouca,Nacional,8411,5408,0,0,0,0,0,0,True
900073,2010-10-09 00:00:00+00:00,1286578800,2010,Regular Season - 10,Estádio do Sport Lisboa e Benfica,Lisboa,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Benfica,AVS,3056,5289,1,0,0,0,1,0,True
900086,2010-10-10 00:00:00+00:00,1286665200,2010,Regular Season - 11,Estádio do Dragão,Porto,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Benfica,5942,3056,4,0,3,0,4,0,True
900084,2010-10-11 00:00:00+00:00,1286751600,2010,Regular Season - 11,Estádio Municipal de Arouca,Arouca,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Arouca,Farense,8411,4508,1,0,1,0,1,0,True
900085,2010-10-11 00:00:00+00:00,1286751600,2010,Regular Season - 11,Estádio de Maritimo,Portugal,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Estrela,6183,4243,0,0,0,0,0,0,True
900082,2010-10-13 00:00:00+00:00,1286924400,2010,Regular Season - 11,Estádio de Famalicao,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Chaves,3451,9926,0,1,0,1,0,1,True
900087,2010-10-13 00:00:00+00:00,1286924400,2010,Regular Season - 11,Estádio Cidade de Barcelos,Barcelos,André Narciso,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Guimaraes,3339,4698,0,1,0,1,0,1,True
900083,2010-10-14 00:00:00+00:00,1287010800,2010,Regular Season - 11,Estádio de Moreirense,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Casa Pia,5225,5124,1,0,0,0,1,0,True
900081,2010-10-14 00:00:00+00:00,1287010800,2010,Regular Season - 11,Estádio de AVS,Portugal,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,Nacional,5289,5408,0,1,0,1,0,1,True
900080,2010-10-16 00:00:00+00:00,1287183600,2010,Regular Season - 11,Estádio do Bessa Século XXI,Porto,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Boavista,Estoril,7048,1527,0,0,0,0,0,0,True
900092,2010-10-17 00:00:00+00:00,1287270000,2010,Regular Season - 12,Estádio de Guimaraes,Portugal,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Nacional,4698,5408,2,0,1,0,2,0,True
900088,2010-10-19 00:00:00+00:00,1287442800,2010,Regular Season - 12,Estádio de Moreirense,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Estrela,5225,4243,1,0,0,0,1,0,True
900089,2010-10-20 00:00:00+00:00,1287529200,2010,Regular Season - 12,Estádio de Farense,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Farense,Benfica,4508,3056,0,0,0,0,0,0,True
900090,2010-10-21 00:00:00+00:00,1287615600,2010,Regular Season - 12,Estádio do Bessa Século XXI,Porto,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Boavista,AVS,7048,5289,0,0,0,0,0,0,True
900093,2010-10-22 00:00:00+00:00,1287702000,2010,Regular Season - 12,Estádio Cidade de Barcelos,Barcelos,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Estoril,3339,1527,0,0,0,0,0,0,True
900094,2010-10-22 00:00:00+00:00,1287702000,2010,Regular Season - 12,Estádio do Dragão,Porto,Cláudio Pereira,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Chaves,5942,9926,1,1,1,1,1,1,True
900091,2010-10-23 00:00:00+00:00,1287788400,2010,Regular Season - 12,Estádio Nacional,Jamor,Manuel Mota,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Maritimo,5124,6183,0,0,0,0,0,0,True
900095,2010-10-23 00:00:00+00:00,1287788400,2010,Regular Season - 12,Estádio de Famalicao,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Arouca,3451,8411,1,0,1,0,1,0,True
900098,2010-10-24 00:00:00+00:00,1287874800,2010,Regular Season - 13,Estádio do Sport Lisboa e Benfica,Lisboa,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Benfica,Guimaraes,3056,4698,1,0,0,0,1,0,True
900097,2010-10-25 00:00:00+00:00,1287961200,2010,Regular Season - 13,Estádio de Famalicao,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Famalicao,GIL Vicente,3451,3339,0,0,0,0,0,0,True
900100,2010-10-25 00:00:00+00:00,1287961200,2010,Regular Season - 13,Estádio de Moreirense,Portugal,Nuno Miguel Serrano Almeida,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Estrela,5225,4243,0,0,0,0,0,0,True
900101,2010-10-27 00:00:00+00:00,1288134000,2010,Regular Season - 13,Estádio de AVS,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,AVS,Nacional,5289,5408,1,0,1,0,1,0,True
900096,2010-10-28 00:00:00+00:00,1288220400,2010,Regular Season - 13,Estádio Nacional,Jamor,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Casa Pia,Boavista,5124,7048,0,0,0,0,0,0,True
900103,2010-10-28 00:00:00+00:00,1288220400,2010,Regular Season - 13,Estádio do Dragão,Porto,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Chaves,5942,9926,3,0,2,0,3,0,True
900102,2010-10-28 00:00:00+00:00,1288220400,2010,Regular Season - 13,Estádio de Farense,Portugal,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Farense,Arouca,4508,8411,0,0,0,0,0,0,True
900099,2010-10-30 00:00:00+00:00,1288393200,2010,Regular Season - 13,Estádio de Maritimo,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Estoril,6183,1527,1,0,1,0,1,0,True
900105,2010-10-31 00:00:00+00:00,1288479600,2010,Regular Season - 14,Estádio de Nacional,Portugal,Carlos Macedo,Match Finished,FT,Primeira Liga,Portugal,Nacional,Arouca,5408,8411,0,0,0,0,0,0,True
900108,2010-10-31 00:00:00+00:00,1288479600,2010,Regular Season - 14,Estádio do Dragão,Porto,Tiago Martins,Match Finished,FT,Primeira Liga,Portugal,FC Porto,Maritimo,5942,6183,0,0,0,0,0,0,True
900111,2010-10-31 00:00:00+00:00,1288479600,2010,Regular Season - 14,Estádio Cidade de Barcelos,Barcelos,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,GIL Vicente,Farense,3339,4508,0,0,0,0,0,0,True
900107,2010-11-02 00:00:00+00:00,1288656000,2010,Regular Season - 14,Estádio de Moreirense,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Casa Pia,5225,5124,0,0,0,0,0,0,True
900110,2010-11-02 00:00:00+00:00,1288656000,2010,Regular Season - 14,Estádio de Famalicao,Portugal,Fábio Veríssimo,Match Finished,FT,Primeira Liga,Portugal,Famalicao,Chaves,3451,9926,1,0,0,0,1,0,True
900104,2010-11-03 00:00:00+00:00,1288742400,2010,Regular Season - 14,Estádio de Estrela,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Estrela,Benfica,4243,3056,1,0,0,0,1,0,True
900109,2010-11-03 00:00:00+00:00,1288742400,2010,Regular Season - 14,Estádio de Guimaraes,Portugal,Luis Godinho,Match Finished,FT,Primeira Liga,Portugal,Guimaraes,Boavista,4698,7048,1,0,0,0,1,0,True
900106,2010-11-06 00:00:00+00:00,1289001600,2010,Regular Season - 14,Estádio de AVS,Portugal,Gustavo Correia,Match Finished,FT,Primeira Liga,Portugal,AVS,Estoril,5289,1527,0,0,0,0,0,0,True
900117,2010-11-07 00:00:00+00:00,1289088000,2010,Regular Season - 15,Estádio de Moreirense,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Moreirense,Famalicao,5225,3451,1,0,0,0,1,0,True
900118,2010-11-08 00:00:00+00:00,1289174400,2010,Regular Season - 15,Estádio Municipal de Arouca,Arouca,João Pedro Pinheiro,Match Finished,FT,Primeira Liga,Portugal,Arouca,Casa Pia,8411,5124,0,1,0,1,0,1,True
900113,2010-11-09 00:00:00+00:00,1289260800,2010,Regular Season - 15,Estádio de Maritimo,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,Maritimo,Nacional,6183,5408,0,0,0,0,0,0,True
900115,2010-11-09 00:00:00+00:00,1289260800,2010,Regular Season - 15,Estádio do Bessa Século XXI,Porto,Hélder Malheiro,Match Finished,FT,Primeira Liga,Portugal,Boavista,FC Porto,7048,5942,0,0,0,0,0,0,True
900112,2010-11-09 00:00:00+00:00,1289260800,2010,Regular Season - 15,Estádio de AVS,Portugal,André Narciso,Match Finished,FT,Primeira Liga,Portugal,AVS,GIL Vicente,5289,3339,0,0,0,0,0,0,True
900114,2010-11-10 00:00:00+00:00,1289347200,2010,Regular Season - 15,Estádio de Estrela,Portugal,Rui Costa,Match Finished,FT,Primeira Liga,Portugal,Estrela,Chaves,4243,9926,0,1,0,1,0,1,True
